222,219,206,228,245,249,262,269,265,266,254,269,257,258,262,272,264,249,266,252,272,273,272,258,256,272,282,266,262,243,246,250,244,235,228,221,203,210,247,241,248,250,268,264,258,264,271,275,279,285,285,287,280,265,246,240,247,241,237,235,233,249,239,237,234,248,267,287,265,295,279,266,255,239,240,239,238,250,255,260,253,263,273,268,287,269,292,268,263,260,245,240,227,223,228,237,241,237,242,217
231,252,300,325,309,305,294,282,285,269,256,296,263,272,291,278,273,267,258,277,274,272,256,272,280,245,235,232,240,265,263,281,264,278,296,336,367,378,328,304,308,305,284,278,275,272,260,272,251,262,257,237,230,250,249,256,251,277,303,300,292,279,304,338,311,311,306,280,282,262,240,248,243,257,263,259,273,266,260,256,254,262,261,285,270,261,239,235,237,257,264,294,308,307,294,279,275,303,291,312
