173,168,157,173,184,204,217,217,199,205,211,217,199,214,210,211,196,192,187,201,205,216,214,200,207,204,207,222,201,174,191,188,201,172,172,172,160,163,204,192,185,200,207,205,199,192,202,216,205,238,220,221,216,207,198,204,195,184,183,182,194,200,179,182,169,190,214,208,208,227,226,209,184,173,183,174,195,178,217,206,185,205,202,219,223,215,213,208,215,199,196,177,181,185,200,189,188,166,190,171
178,205,233,256,228,225,237,231,222,200,208,225,198,207,221,215,207,211,192,220,207,207,203,202,217,190,168,170,176,204,214,219,204,205,235,267,285,290,235,248,242,231,206,225,214,204,208,217,198,196,211,186,189,194,197,202,189,206,242,239,225,223,242,233,254,251,242,228,228,200,185,181,182,200,211,202,216,199,214,223,207,201,203,204,209,200,194,181,179,189,201,233,225,245,228,224,212,224,232,250
