126,129,115,122,125,150,158,147,137,150,140,156,140,150,160,150,149,142,135,139,158,160,145,148,160,152,148,152,156,148,131,144,127,131,120,128,117,124,133,152,128,139,138,157,145,150,133,151,162,168,169,149,164,139,141,141,153,139,130,136,121,130,119,119,131,140,147,157,133,163,160,142,147,126,114,147,148,164,135,141,141,151,144,131,164,137,139,164,141,135,123,129,122,133,128,132,124,144,132,124
125,133,170,184,174,174,176,158,144,156,153,157,135,149,152,164,156,163,133,150,147,161,150,158,142,147,119,127,134,152,142,158,152,159,191,195,204,212,184,166,181,142,149,150,162,152,141,158,153,148,143,123,124,151,148,124,145,168,173,167,166,169,171,182,187,171,167,164,173,146,143,137,140,132,148,141,149,139,142,155,147,140,144,152,152,138,135,116,122,144,147,163,182,168,157,159,148,177,164,163
